variable_name,role,feature_family,used_in_current_frozen_pipeline,source_location,notes
paco2_min,shared_primary,blood_gas_acid_base,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table but excluded by the current medians-only baseline selector.
paco2_obs_count,shared_primary,blood_gas_acid_base,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table but excluded by the current medians-only baseline selector.
pao2_last,shared_primary,blood_gas_acid_base,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table but excluded by the current medians-only baseline selector.
pao2_max,shared_primary,blood_gas_acid_base,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table but excluded by the current medians-only baseline selector.
pao2_mean,shared_primary,blood_gas_acid_base,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table but excluded by the current medians-only baseline selector.
pao2_median,shared_primary,blood_gas_acid_base,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table and retained by current baseline feature selection.
pao2_min,shared_primary,blood_gas_acid_base,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table but excluded by the current medians-only baseline selector.
pao2_obs_count,shared_primary,blood_gas_acid_base,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table but excluded by the current medians-only baseline selector.
peep_last,shared_primary,ventilator_variables,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table but excluded by the current medians-only baseline selector.
peep_max,shared_primary,ventilator_variables,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table but excluded by the current medians-only baseline selector.
peep_mean,shared_primary,ventilator_variables,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table but excluded by the current medians-only baseline selector.
peep_median,shared_primary,ventilator_variables,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table and retained by current baseline feature selection.
peep_min,shared_primary,ventilator_variables,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table but excluded by the current medians-only baseline selector.
peep_obs_count,shared_primary,ventilator_variables,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table but excluded by the current medians-only baseline selector.
pf_ratio_last,shared_primary,shared_primary_dynamic,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table but excluded by the current medians-only baseline selector.
pf_ratio_max,shared_primary,shared_primary_dynamic,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table but excluded by the current medians-only baseline selector.
pf_ratio_mean,shared_primary,shared_primary_dynamic,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table but excluded by the current medians-only baseline selector.
pf_ratio_median,shared_primary,shared_primary_dynamic,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table and retained by current baseline feature selection.
pf_ratio_min,shared_primary,shared_primary_dynamic,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table but excluded by the current medians-only baseline selector.
pf_ratio_obs_count,shared_primary,shared_primary_dynamic,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table but excluded by the current medians-only baseline selector.
ph_art_last,shared_primary,blood_gas_acid_base,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table but excluded by the current medians-only baseline selector.
ph_art_max,shared_primary,blood_gas_acid_base,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table but excluded by the current medians-only baseline selector.
ph_art_mean,shared_primary,blood_gas_acid_base,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table but excluded by the current medians-only baseline selector.
ph_art_median,shared_primary,blood_gas_acid_base,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table and retained by current baseline feature selection.
ph_art_min,shared_primary,blood_gas_acid_base,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table but excluded by the current medians-only baseline selector.
ph_art_obs_count,shared_primary,blood_gas_acid_base,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table but excluded by the current medians-only baseline selector.
platelets_last,shared_primary,standard_labs,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table but excluded by the current medians-only baseline selector.
platelets_max,shared_primary,standard_labs,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table but excluded by the current medians-only baseline selector.
platelets_mean,shared_primary,standard_labs,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table but excluded by the current medians-only baseline selector.
platelets_median,shared_primary,standard_labs,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table and retained by current baseline feature selection.
platelets_min,shared_primary,standard_labs,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table but excluded by the current medians-only baseline selector.
platelets_obs_count,shared_primary,standard_labs,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table but excluded by the current medians-only baseline selector.
ptt_last,shared_primary,standard_labs,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table but excluded by the current medians-only baseline selector.
ptt_max,shared_primary,standard_labs,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table but excluded by the current medians-only baseline selector.
ptt_mean,shared_primary,standard_labs,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table but excluded by the current medians-only baseline selector.
ptt_median,shared_primary,standard_labs,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table and retained by current baseline feature selection.
ptt_min,shared_primary,standard_labs,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table but excluded by the current medians-only baseline selector.
ptt_obs_count,shared_primary,standard_labs,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table but excluded by the current medians-only baseline selector.
resp_rate_last,shared_primary,fast_bedside_physiology,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table but excluded by the current medians-only baseline selector.
resp_rate_max,shared_primary,fast_bedside_physiology,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table but excluded by the current medians-only baseline selector.
resp_rate_mean,shared_primary,fast_bedside_physiology,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table but excluded by the current medians-only baseline selector.
resp_rate_median,shared_primary,fast_bedside_physiology,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table and retained by current baseline feature selection.
resp_rate_min,shared_primary,fast_bedside_physiology,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table but excluded by the current medians-only baseline selector.
resp_rate_obs_count,shared_primary,fast_bedside_physiology,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table but excluded by the current medians-only baseline selector.
sao2_last,shared_primary,fast_bedside_physiology,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table but excluded by the current medians-only baseline selector.
sao2_max,shared_primary,fast_bedside_physiology,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table but excluded by the current medians-only baseline selector.
sao2_mean,shared_primary,fast_bedside_physiology,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table but excluded by the current medians-only baseline selector.
sao2_median,shared_primary,fast_bedside_physiology,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table and retained by current baseline feature selection.
sao2_min,shared_primary,fast_bedside_physiology,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table but excluded by the current medians-only baseline selector.
sao2_obs_count,shared_primary,fast_bedside_physiology,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table but excluded by the current medians-only baseline selector.
sbp_last,shared_primary,fast_bedside_physiology,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table but excluded by the current medians-only baseline selector.
sbp_max,shared_primary,fast_bedside_physiology,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table but excluded by the current medians-only baseline selector.
sbp_mean,shared_primary,fast_bedside_physiology,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table but excluded by the current medians-only baseline selector.
sbp_median,shared_primary,fast_bedside_physiology,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table and retained by current baseline feature selection.
sbp_min,shared_primary,fast_bedside_physiology,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table but excluded by the current medians-only baseline selector.
sbp_obs_count,shared_primary,fast_bedside_physiology,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table but excluded by the current medians-only baseline selector.
spo2_last,shared_primary,fast_bedside_physiology,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table but excluded by the current medians-only baseline selector.
spo2_max,shared_primary,fast_bedside_physiology,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table but excluded by the current medians-only baseline selector.
spo2_mean,shared_primary,fast_bedside_physiology,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table but excluded by the current medians-only baseline selector.
spo2_median,shared_primary,fast_bedside_physiology,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table and retained by current baseline feature selection.
